task_id,bucket_id,name,description,status,project_id,assigned_user_id
000720f9-8972-482a-a7e2-ef9c3940532d,2379,Create New Logo,Design a new logo for the website.,Not Started,fc2f13b8-da9d-45f7-b9c4-99b76571c598,da3e11f3-0423-405b-a7a7-129e53db6f6a
000733a6-38f8-4594-891b-47dfbde8bf71,3155,Create New Logo,Design a new logo for the website.,Not Started,5a937c5c-af27-4d8c-8752-4be5b4c8a3b4,a08ed787-c43a-4319-a479-8d3d0cea8816
00073dca-4a58-4e35-84c6-e05ace30c459,8289,Create New Logo,Design a new logo for the website.,Not Started,308b1e10-0d4f-4042-a709-c4f515c0be32,eb009368-506a-47b7-9e21-ed6aded9b672
0007487e-7562-4e38-b6eb-6b10feba724d,2474,Create New Logo,Design a new logo for the website.,Not Started,18e7bb5d-5dba-456c-9915-e9e82edd8dcd,5e44700c-a5f9-40f3-8d73-7710135bdb6c
00074e6a-8742-446f-b885-1959df21a9e6,5921,Create New Logo,Design a new logo for the website.,Not Started,4e98e363-2888-4bfa-b812-ac57ca7d1a70,8754e665-f0c1-42ff-9be1-72565b67619d
000774dd-81f2-49a6-a7e9-72fb4926964e,12216,Create New Logo,Design a new logo for the website.,Not Started,70b4e0f2-40e2-477e-aa6a-7313d0ff92a5,aca7986a-f945-4301-8b36-69ec35213e5d
000774f0-859c-4a63-a670-5ae3dda14d5d,12376,Create New Logo,Design a new logo for the website.,Not Started,eadf7e98-fea2-4af1-970e-325756191fab,3aacb1b1-9441-4979-a57f-d0b413fcf588
0007b6c7-ac27-4d0d-a19e-0d0463148b07,11479,Create New Logo,Design a new logo for the website.,Not Started,71806c43-8f82-44ff-b1ba-e86ba5514935,149483c1-4c07-408d-8dd9-3a55fb5aabd2
0007f243-fd99-48a3-bdd6-948932799a30,3870,Create New Logo,Design a new logo for the website.,Not Started,dee2385d-7b63-4a9a-acfd-5dfa20c63880,a9b084a1-0596-4c68-8352-de22d54f9014
0007f70b-f7f2-4330-9886-c23c4ff1f910,10685,Create New Logo,Design a new logo for the website.,Not Started,738ad6fd-139b-4109-ad88-86ce955183a1,a9cae557-c944-4626-8352-99614e22a65e
0007ff5f-c794-4778-bf24-f3785a3a7c86,7223,Create New Logo,Design a new logo for the website.,Not Started,74bb40f8-4ac5-490e-a836-a80924ed3f44,8e296e45-46fd-4c24-a225-c90d91625e43
000818f5-706f-490f-af49-86100ce3400f,3589,Create New Logo,Design a new logo for the website.,Not Started,6e96b764-7cfd-4187-8315-be5e0937e156,58af628c-beda-45cf-9e44-1ac478095f2f
00081c56-aef4-4175-a8f8-92ebfc7a6618,14116,Create New Logo,Design a new logo for the website.,Not Started,afdd86ad-a31f-45be-a840-a4fef847697e,cdbb6824-1a9b-46e3-83d7-1eca332750eb
000865bc-3cf5-4a48-9bb5-d978c9079cd4,6824,Create New Logo,Design a new logo for the website.,Not Started,26239ec7-3658-41ce-8790-352fd1e6dc8f,6a680e45-8af7-4491-b13c-fa71279e85aa
000872e0-1deb-4f28-b8e2-d9fc43d82f84,13143,Create New Logo,Design a new logo for the website.,Not Started,961fb867-454b-4f32-949f-cb7c4f75ef7d,faacbecc-e9c3-463f-bb6a-a05260953b13
00089372-42fb-430f-b890-0f3bb1ce8bb3,1405,Create New Logo,Design a new logo for the website.,Not Started,c6774d61-ca4c-4f34-ad39-d3588d54a05c,e5162875-7418-4110-b739-09eee7166b54
0008e12b-b44e-4ad3-bc65-d0648e3c4e45,7190,Create New Logo,Design a new logo for the website.,Not Started,5462edc7-92fe-4b2d-a785-e02ce9c15dca,cf211004-5e90-4771-bd2c-ce153bbebdfc
0008f15d-2b25-4507-9628-cd977228386a,4331,Create New Logo,Design a new logo for the website.,Not Started,da0b6406-59f8-4aab-878a-64637e351239,c7134416-a948-4b06-b156-58c3cd0fe91b
0009397a-fdda-4754-b7c2-9ef0e5ce222e,2079,Create New Logo,Design a new logo for the website.,Not Started,a437b55b-be58-48f6-9286-982921b44c3f,62718869-10da-41bd-b854-8c70c0e63bc0
0009a526-4186-418f-9804-1338b137f3a2,11412,Create New Logo,Design a new logo for the website.,Not Started,69bc9155-4f38-4ce9-8623-b341779d531d,9f841b7e-6840-470a-9391-0b86588c778e
000a0ad5-812b-4a3b-806b-9acddcddbcc0,2119,Create New Logo,Design a new logo for the website.,Not Started,af319ac9-1629-4876-b21e-5eea8f5adf16,341c0f99-c5eb-4168-a5ef-e6eb703e6ace
000acf78-ae87-43ce-a9de-f34638fe999a,12986,Create New Logo,Design a new logo for the website.,Not Started,ccb62800-7d1c-43da-b283-c52fa3a8899c,901cef3e-784d-4ee7-90ed-0cb7ccc9639e
000b0b90-a67f-4f80-8927-fac13f55617d,6732,Create New Logo,Design a new logo for the website.,Not Started,af3f64da-0313-40e5-9455-4d933a22f9e8,5c82e99a-a47a-4094-9e7e-3de233886061
000b1d14-a5c8-48f1-ae35-18c4cbc5efbb,11944,Create New Logo,Design a new logo for the website.,Not Started,09f69fd9-9a5b-466b-a9ed-534aabd86622,d842a809-fc21-4c19-b009-9855eca39e6d
000b2731-6807-429e-a553-110983e251f3,5883,Create New Logo,Design a new logo for the website.,Not Started,579af08b-fef7-4f88-8cc2-cd474934bd96,b5899a40-f963-479b-8a69-4a27870c3ffc
000b27de-df0a-474b-a670-44d587efefd8,10409,Create New Logo,Design a new logo for the website.,Not Started,87a20430-e4ed-4e2e-9352-15e2f741df00,2ad927c6-0ee1-4c90-aff1-77413b4d1165
000b3a6c-7290-4f6e-afa1-238052c64a14,9855,Create New Logo,Design a new logo for the website.,Not Started,99ede81a-44c4-4f50-8aa5-98c7f9299984,eddc653e-f7eb-4aec-af9c-7a5233afd996
000b8cc7-6ce0-44a7-9e0b-1e283b668612,11928,Create New Logo,Design a new logo for the website.,Not Started,b96e7319-f824-416f-abae-72fc4329e402,3a6fc7ab-a397-48c8-aef2-be2ec6da636e
000b9161-1f93-41da-aa27-0ad71015a6f6,12281,Create New Logo,Design a new logo for the website.,Not Started,ee4197c1-f860-4df3-a7ee-ffe048002c2b,1b509ca1-ac1a-4f2c-a812-d37a1f94411a
000ba27a-d97d-4403-a82f-039b93d5ffe5,4172,Create New Logo,Design a new logo for the website.,Not Started,1a21d0ab-68b8-4c65-bd88-94b093e4b7e5,bde91658-2e5d-455b-9371-8f90c8798f09
000bc3a5-3335-4a5f-bcdd-d147c88bd471,380,Create New Logo,Design a new logo for the website.,Not Started,414a664a-972b-411c-b71a-ef3217321719,6d6c8dc4-e5f1-4692-a4ec-a5b7ad77d478
000c0438-b970-42ff-a416-a0f19058a41e,4914,Create New Logo,Design a new logo for the website.,Not Started,26cb6626-ef70-47f4-aab5-f3b4df5db178,a8f6157c-2a2c-4547-8488-7ee303b84b88
000c1bf3-f5a5-42ee-8abe-4cf86cd93784,8136,Create New Logo,Design a new logo for the website.,Not Started,165263c3-8a5c-4116-b6d0-4a566880cd6d,bad4d9ed-575f-4fc4-9dfc-6ea16289b5c0
000c2b50-e7cb-478b-a183-84c11c134565,5989,Create New Logo,Design a new logo for the website.,Not Started,290d5dc5-1918-45cd-b26c-c0302a20fffe,16e6a917-c468-4b90-902c-cf5455635ceb
000c8181-2aaa-418d-b5e4-b10cb8ef637d,14045,Create New Logo,Design a new logo for the website.,Not Started,425ffddf-222d-4888-9876-1ab94a65f7c5,dd5289cb-c02a-4c41-a4aa-55e454265609
000cf20f-82c7-4f24-aea5-edcea8d4336d,11193,Create New Logo,Design a new logo for the website.,Not Started,a5c9634e-e5b0-40cc-906c-e15193fe7ae8,81c86c7e-1ee7-4ffd-9ee2-069a5150a143
000cfcd8-1d13-4368-b8e9-09fe831d0679,9165,Create New Logo,Design a new logo for the website.,Not Started,7b278b27-dd84-47be-8410-47e7a2bb0b57,4216738b-9a8d-4459-9762-cd2cce74a0da
000d220f-bf6d-4ff8-80d6-769f293987ca,13005,Create New Logo,Design a new logo for the website.,Not Started,d0787956-c4be-427b-b8f8-8872dff36de4,04aae65d-230b-495b-ac9b-497ebb38c865
000d2cf9-4f89-438f-a3d2-e164433a493e,11374,Create New Logo,Design a new logo for the website.,Not Started,78e0f280-c9ea-48c0-ad84-1a0869e2896b,6ff1bc5b-b580-4bbe-84ae-91c0a696b633
000d3721-a9b5-41ca-b2a5-7fc769d82db8,1707,Create New Logo,Design a new logo for the website.,Not Started,47efbaef-6d6c-45bc-8f4e-240bec245a83,80c50616-51e3-465e-a93a-8b62fd0911c9
000d3f0e-9ba4-4ca5-8dcf-10b353d30d04,6897,Create New Logo,Design a new logo for the website.,Not Started,38e1f664-36a5-426e-b7c2-05e46d84470a,a301114f-afd4-41a2-939a-e63ab2df373d
000e422b-5cb6-438a-94a8-e53556d598ff,306,Create New Logo,Design a new logo for the website.,Not Started,94c1ca52-4b3b-421b-8aa9-fa2f54621ba8,611a63c3-9c33-4c99-95b4-5205583d37c7
000ea2c7-8ea2-49aa-a7a5-569bd66bb567,5528,Create New Logo,Design a new logo for the website.,Not Started,cd2fc94c-032a-410a-9a2f-0d55c8a7d7b0,ad63afb3-21c2-43f2-b9a3-a6feaeb516d4
000ead55-49a7-4876-955b-a002f35b9de6,9031,Create New Logo,Design a new logo for the website.,Not Started,6bdda7b9-ce8f-4234-a038-bac74a27dcbf,7d1569e6-5a3c-4342-984c-5d9d7ff72b9e
000ec63f-a137-45e6-9319-52bf725a05a5,11389,Create New Logo,Design a new logo for the website.,Not Started,8056069b-c54c-4c8c-aae0-6ddff7e2bbc7,8130ac83-3ec4-4c4f-b3a6-8366b054ebb0
000ee9d7-0f59-4b4b-a919-25693926e1f0,14914,Create New Logo,Design a new logo for the website.,Not Started,046f79df-dd9e-48e0-b47c-5ca7543eab1f,851b101d-1ba3-4067-9598-16b36ecc27da
000f1d76-f1e0-49da-9bee-23d8a6e65d2c,2905,Create New Logo,Design a new logo for the website.,Not Started,fbfae97c-4a71-4909-a7b2-4491a8460261,9375a1cd-6114-4741-9440-b0e6733d0db2
000f3219-4a4f-4c79-911b-8a86881b7e9d,5147,Create New Logo,Design a new logo for the website.,Not Started,8e3c8c6b-53fe-48d9-95a0-c5c6aec64933,9de9d2df-1b03-4732-a0cb-4906b45b14ad
000f3481-3308-4a28-8f1a-7ec965c6a098,13809,Create New Logo,Design a new logo for the website.,Not Started,94b854d2-1e1b-41a7-b2a5-f2c1d1c31fb4,7554ef48-2bc7-46e6-8ad4-d475d9e2096c
000f44dd-faa1-433f-9bd8-9b738c7eaa38,9340,Create New Logo,Design a new logo for the website.,Not Started,b394f758-82bb-4d53-bbfd-d48680939373,52b3ebf6-1c08-4b3c-8113-57e719d49f60
000f8869-bcb2-453f-89b1-92d92aa71e4b,6722,Create New Logo,Design a new logo for the website.,Not Started,08d7b268-81fd-49ae-86fc-beb7be1fffca,f41a3c15-05ef-4f9c-8e29-0ed9c29d7110
000fa961-05cf-4cc0-8765-e887f242a3f6,945,Create New Logo,Design a new logo for the website.,Not Started,6e97f05b-2d9e-4e1a-81f2-07e6c8595c79,68c2feae-4e7c-432a-b30d-f564b2a6b581
00100f13-5096-4b15-b1d3-2e6c66c4297c,11374,Create New Logo,Design a new logo for the website.,Not Started,b04f8d84-4f46-4b1b-8f30-3a344870abd1,ba2f8d81-ca24-47be-b701-11d7c9f14e51
00102e32-6c54-40c5-b811-c719f39f9343,7238,Create New Logo,Design a new logo for the website.,Not Started,6ad94fac-0e28-4ce8-8125-3497b537cb81,d731fce0-04e6-4b9f-8709-a42c6d93eb07
00105f03-8aab-4747-8a0e-78ba69d5321e,9268,Create New Logo,Design a new logo for the website.,Not Started,4d2478f2-5f7e-422f-8fad-f475df499ffd,9f8cc7cf-873a-421e-a4f4-c8c573f7caa8
00106cf0-d86f-4eba-9173-de3a860beecc,9488,Create New Logo,Design a new logo for the website.,Not Started,9bf2f555-a32d-4b71-97a0-6ec8c579d784,8cc394a9-59c1-4282-8c85-cd4e857b15ef
0011599d-1013-4721-b98c-648cf99bfccb,630,Create New Logo,Design a new logo for the website.,Not Started,f4cc630b-aa05-4fc4-908c-9719b41b551b,2a06cb15-ad61-4186-bf83-6eeba82034f2
001194aa-31eb-4464-8b9b-c0bdb3f02e9b,8881,Create New Logo,Design a new logo for the website.,Not Started,8c16351d-8ed7-4ad8-a118-13a55e7e0ee1,70214725-117d-406d-885e-d71541b811e7
001196f8-616b-4232-8198-239c472ec901,11010,Create New Logo,Design a new logo for the website.,Not Started,8e08af21-8929-4bc8-99a0-948b5b8f9ad3,4207bcea-dfae-4aa0-a80a-bdceb74dcdd4
0011ef33-cfaa-4474-afe2-96e2b8aeb9ce,9621,Create New Logo,Design a new logo for the website.,Not Started,4818cedb-c104-4cf6-8706-4b34a937252d,a02c38c2-04b4-4496-9738-fedb13626428
00120205-eab8-45b2-8d2c-bd5fc433f65c,8075,Create New Logo,Design a new logo for the website.,Not Started,9a8422e0-8a71-4bf5-889e-6dc1b0661289,139f8c03-bb4f-4bca-b4a7-a278716bf4e9
00121dca-f4e7-47d3-ba57-e73330cb597a,11343,Create New Logo,Design a new logo for the website.,Not Started,fe22dbc9-7f63-49e8-8667-d1156af04e04,7dc47975-8e25-490b-a493-ded3cf140bda
001224d7-6e48-4aa0-8722-9ea5eccad8ad,14284,Create New Logo,Design a new logo for the website.,Not Started,dcd5d383-92b3-4154-b718-0817233ae5f1,009a3d44-0c88-4c4f-8798-186dece2dbfd
001250f0-2808-4b89-917c-894aff765b3d,10382,Create New Logo,Design a new logo for the website.,Not Started,6a482e98-629d-4c1b-a761-2819131dee3a,8eb8c4a2-849c-4b2e-a39a-c6ccf142388b
00125b55-947e-4b91-adcc-2b9fed302c00,474,Create New Logo,Design a new logo for the website.,Not Started,c18012ee-2d08-46da-8fde-d2f3a370d4e7,72a04297-0086-42c6-a72a-8d4b8ae42547
0012940f-83b7-4ae3-85cc-06a6a240abd6,68,Create New Logo,Design a new logo for the website.,Not Started,47be08d5-43d0-42cf-a907-d87f1af8a8b7,5cb5bb1a-1e62-4b63-8729-7fc2631197c1
0012c55f-0467-4117-8936-7d12d3b5a709,4209,Create New Logo,Design a new logo for the website.,Not Started,cd6a2d3d-adf7-43e8-9f29-a18eebebe579,09179122-e547-463a-8f09-47d74ec693df
0012fe57-6c72-45f4-8944-26b1eeec4a68,8787,Create New Logo,Design a new logo for the website.,Not Started,9582ce6b-69d7-4b89-b7f8-4e08d8469479,f7a39d8a-af7d-493a-99f1-fdffd006ef01
001370df-657f-4076-bb85-31ffeb22cdde,5648,Create New Logo,Design a new logo for the website.,Not Started,9a221e68-e71f-4c31-a7ec-ed03798b1b28,745a2945-f0f5-49f0-aeb4-130586e074f5
00138cf3-7b59-4270-b7e8-1befcb41dbd0,4823,Create New Logo,Design a new logo for the website.,Not Started,1e2ac903-7677-446e-9d34-57404a2b1da3,a6864361-ed92-4f85-ae45-d2f9657c0053
0013bf3f-ee76-4616-aa68-bbc753a26464,10400,Create New Logo,Design a new logo for the website.,Not Started,6d7d7b6a-371b-4194-a9aa-eff5ba62bbf8,a4122069-d62c-4c19-8dd8-c0f8747e03e6
0013c8d7-312d-4d3c-ad87-9e0e53cffbb7,3830,Create New Logo,Design a new logo for the website.,Not Started,2503c911-3009-473b-b98c-0eeeea3a4083,99ba301c-7c94-4443-8ff7-b1a75e685197
0013d72c-67da-4f03-8257-90104b9fbd91,5918,Create New Logo,Design a new logo for the website.,Not Started,a22fe166-8752-48a2-b453-8eb9b79587bb,b46b9d51-1efa-4f62-aea7-44514d2772a5
0014034f-ca6d-49ec-af4c-3c5ef5337725,14122,Create New Logo,Design a new logo for the website.,Not Started,f2969fa1-a304-4281-a427-3e7cee92b1b5,6eb2d66e-5923-485d-9a25-755471dc1246
00140370-6337-4c16-9e20-481f9c52fe77,7808,Create New Logo,Design a new logo for the website.,Not Started,a6862392-8000-499a-9fd8-bcd52bbd21aa,ee0f9a06-9d19-46a5-aa17-55d79b11d065
001554b7-e00c-4ad2-8c64-d070318b4cb4,6298,Create New Logo,Design a new logo for the website.,Not Started,be12ab6e-9189-4757-a8aa-00aa5fc0a047,9135c83e-ef72-4254-b15b-99e44ef2566d
0015650f-98c6-4547-8a1d-5772c8512d0d,7831,Create New Logo,Design a new logo for the website.,Not Started,f385dee7-245c-440a-b198-b4ac1b9ae1e9,9ff16be7-6b1f-46ab-a612-4d9e1f9aa493
00162abb-edf6-4838-be05-f87c2833397a,14698,Create New Logo,Design a new logo for the website.,Not Started,04ac58ab-11aa-4af8-97d8-0a06da4f4d8f,0d912bb1-9e71-4708-8403-a79972276769
00162b33-13bb-46c5-bed0-14b2d66c93b8,11217,Create New Logo,Design a new logo for the website.,Not Started,a3715695-e6b6-4ca8-b277-7eafd6e2bd9a,25f8256a-1df4-45fa-a5fb-996cac00f951
00164d67-3e97-4d3e-8188-d245454025dc,11468,Create New Logo,Design a new logo for the website.,Not Started,2b3f7402-6d12-4e1a-b646-0d9efdb190c7,91d58322-838f-48a1-8178-bfc2d35fb9f5
001653ec-f3ab-4e4d-8dd1-7785e4267d16,9566,Create New Logo,Design a new logo for the website.,Not Started,2a48ea21-9e37-4ef3-9bee-cb2465841881,bdc50174-765b-43df-bb8b-ec7a6d71cb1f
0016a6f5-822c-48c0-a7f9-8d2a1074ba9f,6903,Create New Logo,Design a new logo for the website.,Not Started,9d6ce9f2-319f-402b-aa08-cb4ebb62d914,737b5baa-803c-4047-801f-646deb2f986b
